priority,resource_id,file,chapter,title,current_url,issue,candidate_title,candidate_url,candidate_confidence,recommended_action,internal_exact_match_count,internal_exact_match_urls
2_unlinked_discovery_candidate,VR-AF07D78D32293FB0,Part_09_YoutubeVideos.md,Chapter 9.2: Action Constraints,Human-in-the-Loop/Over-the-Loop Implementation,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-B3C15206FC61E940,Part_09_YoutubeVideos.md,Chapter 9.3: Sandboxing and Isolation,Kubernetes Security Best Practices,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-D83A23E5E9F55AB1,Part_09_YoutubeVideos.md,Chapter 9.3: Sandboxing and Isolation,Docker & Kubernetes Course,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-2AB19AB885CA3D18,Part_09_YoutubeVideos.md,Chapter 9.3: Sandboxing and Isolation,OPA Introduction & Deep Dive,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-FC8F7BC09BC3D445,Part_09_YoutubeVideos.md,Chapter 9.3: Sandboxing and Isolation,Netflix Container Security Journey,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-261727988525F03F,Part_09_YoutubeVideos.md,Chapter 9.3: Sandboxing and Isolation,Kata Containers Introduction,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-DD72E6A00BE2C6A4,Part_09_YoutubeVideos.md,Chapter 9.3: Sandboxing and Isolation,gVisor vs Kata Containers Comparison,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-77AEB5A93AE9652D,Part_09_YoutubeVideos.md,Chapter 9.5: Constitutional AI Principles,Lex Fridman Podcast #452 - Dario Amodei,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-B26C03D23CE0E495,Part_09_YoutubeVideos.md,Chapter 9.5: Constitutional AI Principles,RLHF Lecture by Jesse Mu,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-591E020EE5678B64,Part_09_YoutubeVideos.md,Chapter 9.5: Constitutional AI Principles,Life After DPO by Nathan Lambert,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-D8A4F04806F444AF,Part_09_YoutubeVideos.md,Chapter 9.5: Constitutional AI Principles,Deep Dive into LLMs,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,2,https://www.youtube.com/watch?v=7xTGNNLPyMI
2_unlinked_discovery_candidate,VR-AAE6E9527BB9DBDA,Part_09_YoutubeVideos.md,Chapter 9.5: Constitutional AI Principles,NeMo Guardrails Walkthrough,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-E8AAD106E53E5B46,Part_09_YoutubeVideos.md,Chapter 9.5: Constitutional AI Principles,AI Safety (Computerphile),,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-E2961C5600BF9590,Part_09_YoutubeVideos.md,Chapter 9.5: Constitutional AI Principles,RLHF Course,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-D398EFCD0DD959A5,Part_09_YoutubeVideos.md,Chapter 9.5: Constitutional AI Principles,Constitutional AI Developments,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-8D7ACB50262274C3,Part_09_YoutubeVideos.md,Chapter 9.5: Constitutional AI Principles,Anthropic Constitution Documentation,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-0F8BA184300CEBE7,Part_09_YoutubeVideos.md,Chapter 9.6: Value Alignment Frameworks,Deep Dive into LLMs like ChatGPT,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,2,https://www.youtube.com/watch?v=7xTGNNLPyMI
2_unlinked_discovery_candidate,VR-7587016D1CD2B733,Part_09_YoutubeVideos.md,Chapter 9.6: Value Alignment Frameworks,Learning to Summarize from Human Feedback,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-1BB958D32B1312A8,Part_09_YoutubeVideos.md,Chapter 9.6: Value Alignment Frameworks,Constitutional AI - Harmlessness from AI Feedback,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-30EC8DAA27824356,Part_09_YoutubeVideos.md,Chapter 9.6: Value Alignment Frameworks,Specification Gaming - Flip Side of AI Ingenuity,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-1F0CBA930B1E134F,Part_09_YoutubeVideos.md,Chapter 9.6: Value Alignment Frameworks,Collective Constitutional AI,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-87F6A1C2FD263E4E,Part_09_YoutubeVideos.md,Chapter 9.6: Value Alignment Frameworks,Inverse Reinforcement Learning,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-28AB09AE75D5908A,Part_09_YoutubeVideos.md,Chapter 9.6: Value Alignment Frameworks,EU AI Act Compliance,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-D1CF2079143B9D93,Part_09_YoutubeVideos.md,Chapter 9.6: Value Alignment Frameworks,AI Safety and Value Alignment,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-0F8181A162FF0C63,Part_09_YoutubeVideos.md,Chapter 9.6: Value Alignment Frameworks,Autonomous Vehicle Ethics,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-A2A5CB3B0457F1DD,Part_09_YoutubeVideos.md,Chapter 9.6: Value Alignment Frameworks,NeMo Guardrails Implementation,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-6BDADF78335A6E02,Part_09_YoutubeVideos.md,Chapter 9.7: GDPR Foundations,ICO Data Protection Principles Training Videos,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-619610D7F67915FE,Part_09_YoutubeVideos.md,Chapter 9.7: GDPR Foundations,Professor Messer Privacy Courses,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-1DDD148AA5DAB5F6,Part_09_YoutubeVideos.md,Chapter 9.7: GDPR Foundations,GDPR Compliance: Essential Training,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-CAECB782C8DAD83E,Part_09_YoutubeVideos.md,Chapter 9.7: GDPR Foundations,Certified GDPR Foundation Training,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-9DFBBD04C9CB9A17,Part_09_YoutubeVideos.md,Chapter 9.7: GDPR Foundations,Certified GDPR Practitioner Training,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-CC78B9EE8C830C7B,Part_09_YoutubeVideos.md,Chapter 9.7: GDPR Foundations,Understanding GDPR Course,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-8CA6B6D3729FF9E3,Part_09_YoutubeVideos.md,Chapter 9.7: GDPR Foundations,GDPR and AI Machine Learning Compliance,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-596D0D9476825233,Part_09_YoutubeVideos.md,Chapter 9.8: Standards and Frameworks,NIST AI Risk Management Framework Official Explainer,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-D821898EDD3805D5,Part_09_YoutubeVideos.md,Chapter 9.8: Standards and Frameworks,ISO/IEC 42001 Quick Guide,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-CAAC55A8E068F6BC,Part_09_YoutubeVideos.md,Chapter 9.8: Standards and Frameworks,INCITS 5-Part Series on ISO 42005 Impact Assessments,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-3320F7A1E7B1481B,Part_09_YoutubeVideos.md,Chapter 9.8: Standards and Frameworks,Microsoft Responsible AI Framework Training,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-897FDDF62CA63860,Part_09_YoutubeVideos.md,Chapter 9.8: Standards and Frameworks,NIST AI RMF Masterclass,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-74153C065701CE28,Part_09_YoutubeVideos.md,Chapter 9.8: Standards and Frameworks,AI Governance Course,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-A6B2DB5D4C2E230C,Part_09_YoutubeVideos.md,Chapter 9.8: Standards and Frameworks,Ethics of AI,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-6974B696EDA883E2,Part_09_YoutubeVideos.md,Chapter 9.8: Standards and Frameworks,AI GRC Masterclass,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-9FDDE6BEB8C5E7F2,Part_09_YoutubeVideos.md,Chapter 9.8: Standards and Frameworks,Model Cards for Model Reporting,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-4B4268A601D8B213,Part_09_YoutubeVideos.md,Chapter 9.8: Standards and Frameworks,Datasheets for Datasets,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-51B81A284D59B646,Part_09_YoutubeVideos.md,Chapter 9.8: Standards and Frameworks,IBM watsonx.governance Tutorials,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-C9865A4AFDC86B01,Part_09_YoutubeVideos.md,Chapter 9.8: Standards and Frameworks,Google Cloud MLOps,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-149D515098A79468,Part_09_YoutubeVideos.md,Chapter 9.8: Standards and Frameworks,Regulatory Compliance for AI,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-F4EAD05B4E7C7E48,Part_09_YoutubeVideos.md,Chapter 9.8: Standards and Frameworks,Continuous Monitoring and Risk Assessment,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-45783FF032656E36,Part_10_YoutubeVideos.md,Chapter 10.1: Conversational UI,Stanford CS224N - Natural Language Processing with Deep Learning,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-424AFD89706D7407,Part_10_YoutubeVideos.md,Chapter 10.1: Conversational UI,Stanford CS124 - From Languages to Information,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-F87D52A3B8A8EF96,Part_10_YoutubeVideos.md,Chapter 10.1: Conversational UI,LangChain Tutorials,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-DB2BFA04CD817FA5,Part_10_YoutubeVideos.md,Chapter 10.1: Conversational UI,Rasa Learning Center,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-B0BA0913B9505C62,Part_10_YoutubeVideos.md,Chapter 10.1: Conversational UI,Coursera - Conversation Design Courses,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-2308AF1C9CC1147C,Part_10_YoutubeVideos.md,Chapter 10.1: Conversational UI,Progressive Disclosure Tutorial,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-F7C40DE0017BDC9D,Part_10_YoutubeVideos.md,Chapter 10.1: Conversational UI,Chatbot Development - Edureka,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-3E659E30CF6BF422,Part_10_YoutubeVideos.md,Chapter 10.1: Conversational UI,DeepLearning.AI - NLP Specialization,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-755841171ABAC691,Part_10_YoutubeVideos.md,Chapter 10.2: Proactive Agents,Agentic AI Course,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-871846CAE1D88A45,Part_10_YoutubeVideos.md,Chapter 10.2: Proactive Agents,Stanford CS329A - Self-Improving AI Agents,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-D1076622933DA8C2,Part_10_YoutubeVideos.md,Chapter 10.2: Proactive Agents,"Stanford CS372 - AI for Reasoning, Planning, and Decision Making",,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-CC3B09ACC062EEA5,Part_10_YoutubeVideos.md,Chapter 10.2: Proactive Agents,MIT OCW 16.410 - Principles of Autonomy and Decision Making,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-2DA8885958EF1E91,Part_10_YoutubeVideos.md,Chapter 10.2: Proactive Agents,LangChain Agents Tutorial,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-58FB29F085DE04B7,Part_10_YoutubeVideos.md,Chapter 10.2: Proactive Agents,DeepLearning.AI AI Agents in LangGraph,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-EC6BB007579CE629,Part_10_YoutubeVideos.md,Chapter 10.2: Proactive Agents,Hugging Face Deep RL Course - RLHF Module,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-A936C96A944EB93C,Part_10_YoutubeVideos.md,Chapter 10.2: Proactive Agents,Two Minute Papers - Autonomous Systems Episodes,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-6528D9B53EBF5E3F,Part_10_YoutubeVideos.md,Chapter 10.2: Proactive Agents,3Blue1Brown Neural Networks Series,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-B6AEA0EE73C367B7,Part_10_YoutubeVideos.md,Chapter 10.3A: RLHF Methodology,RLHF: From Zero to ChatGPT,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-BD2AF7A1183B384A,Part_10_YoutubeVideos.md,Chapter 10.3A: RLHF Methodology,Introduction to Large Language Models,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-1F3AFE17DE5C48AE,Part_10_YoutubeVideos.md,Chapter 10.3A: RLHF Methodology,Deep Dive into LLMs like ChatGPT,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,2,https://www.youtube.com/watch?v=7xTGNNLPyMI
2_unlinked_discovery_candidate,VR-945AA65EF67EEF80,Part_10_YoutubeVideos.md,Chapter 10.3A: RLHF Methodology,RLHF Series,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-3591341BA7D6A254,Part_10_YoutubeVideos.md,Chapter 10.3A: RLHF Methodology,"Gradient Descent, How Neural Networks Learn",,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-5924C7DF7DF7A358,Part_10_YoutubeVideos.md,Chapter 10.3A: RLHF Methodology,RLHF Course,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-A4EAA4F7D1311BB1,Part_10_YoutubeVideos.md,Chapter 10.3A: RLHF Methodology,RLHF Book,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-698CB761792DF76C,Part_10_YoutubeVideos.md,Chapter 10.3A: RLHF Methodology,OpenAI InstructGPT Paper & Blog,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-1523C3F76240C57E,Part_10_YoutubeVideos.md,Chapter 10.3A: RLHF Methodology,Hugging Face RLHF Illustrations and Tutorials,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-3F2A0EB8950AA067,Part_10_YoutubeVideos.md,Chapter 10.3B: RLHF Pitfalls,Reward Hacking: Concrete Problems in AI Safety,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-E3B06F4E4473E822,Part_10_YoutubeVideos.md,Chapter 10.3B: RLHF Pitfalls,9 Examples of Specification Gaming,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-2A974849132EC0D1,Part_10_YoutubeVideos.md,Chapter 10.3B: RLHF Pitfalls,Deep Dive into LLMs,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,2,https://www.youtube.com/watch?v=7xTGNNLPyMI
2_unlinked_discovery_candidate,VR-C5B6B865092F1CED,Part_10_YoutubeVideos.md,Chapter 10.3B: RLHF Pitfalls,Stanford CS234 Course - Full Lecture Series,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-C3DAD8A8FC5859DB,Part_10_YoutubeVideos.md,Chapter 10.3B: RLHF Pitfalls,DeepMind Resources,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-E37667C0E17C270E,Part_10_YoutubeVideos.md,Chapter 10.3B: RLHF Pitfalls,How RLHF Amplifies Sycophancy,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-2F624F72A14DF28F,Part_10_YoutubeVideos.md,Chapter 10.3B: RLHF Pitfalls,AI Red Teaming Guide 2026,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-EF2C7D814355FC98,Part_10_YoutubeVideos.md,Chapter 10.3B: RLHF Pitfalls,Reward Hacking in RL,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-F415C61C2A1ACC2D,Part_10_YoutubeVideos.md,Chapter 10.4: Human in the Loop,DeepLearning.AI RLHF Course,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-447D6AD166DCC2F1,Part_10_YoutubeVideos.md,Chapter 10.4: Human in the Loop,DataCamp RLHF Course,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-9B13624E53A49E93,Part_10_YoutubeVideos.md,Chapter 10.4: Human in the Loop,Hugging Face Deep RL Course - RLHF Module,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-D8121249A8EBA605,Part_10_YoutubeVideos.md,Chapter 10.4: Human in the Loop,James Briggs - Advanced Guardrails for AI Agents,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-D514AA3EB30A362D,Part_10_YoutubeVideos.md,Chapter 10.4: Human in the Loop,IBM Watson HITL Tutorial,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-DD7E099C915C22EC,Part_10_YoutubeVideos.md,Chapter 10.4: Human in the Loop,Google Cloud RLHF on Vertex AI,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-8A930D7246CA9F9F,Part_10_YoutubeVideos.md,Chapter 10.5: Human over the Loop,Deep Dive into LLMs like ChatGPT,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,2,https://www.youtube.com/watch?v=7xTGNNLPyMI
2_unlinked_discovery_candidate,VR-D61759529BB3223F,Part_10_YoutubeVideos.md,Chapter 10.5: Human over the Loop,Governing AI Agents Course,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-7E8B070677966D9A,Part_10_YoutubeVideos.md,Chapter 10.5: Human over the Loop,Neural Networks Series,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-80E9D353818D714E,Part_10_YoutubeVideos.md,Chapter 10.5: Human over the Loop,Why Should We Trust an AI?,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-95A43D2B48EB09A7,Part_10_YoutubeVideos.md,Chapter 10.5: Human over the Loop,IBM Human-in-the-Loop Tutorial,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-FD8647DA7FB1B112,Part_10_YoutubeVideos.md,Chapter 10.5: Human over the Loop,IBM AI Explainability 360,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-0B4C9CD6AA1EAD90,Part_10_YoutubeVideos.md,Chapter 10.5: Human over the Loop,Google Vertex Explainable AI,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-5ADD283F84DEF72E,Part_10_YoutubeVideos.md,Chapter 10.5: Human over the Loop,Microsoft Responsible AI,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-23C2D8E215A7AF68,Part_10_YoutubeVideos.md,Chapter 10.5: Human over the Loop,LangChain HITL Documentation,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-DE2119EB621272F4,Part_10_YoutubeVideos.md,Chapter 10.5: Human over the Loop,Yannic Kilcher Channel,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-026751B1C0014BA1,Part_10_YoutubeVideos.md,Chapter 10.5: Human over the Loop,RLHF Book (Free PDF),,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-9D96714F5AF2C5AC,Part_10_YoutubeVideos.md,Chapter 10.5: Human over the Loop,Kong AI Governance Guide,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-20F8D532A8800804,Part_10_YoutubeVideos.md,Sections 10.12-16: Integration,Deep Dive into LLMs like ChatGPT,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,2,https://www.youtube.com/watch?v=7xTGNNLPyMI
2_unlinked_discovery_candidate,VR-4165B316C41BEA63,Part_10_YoutubeVideos.md,Sections 10.12-16: Integration,Reinforcement Learning from Human Feedback - From Zero to ChatGPT,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
2_unlinked_discovery_candidate,VR-7CA87A946CFB34C3,Part_10_YoutubeVideos.md,Sections 10.12-16: Integration,Agents Masterclass from LangChain Founder,,No URL is assigned in the source file.,,,,Verify intent from chapter context before assigning a resource; do not auto-fill solely from title similarity.,0,
